what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325352386
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325352558
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325352776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325353224
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325357521
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325357912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325359005
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1539325370490
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325373974
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325375552
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325375631
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325376506
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1539325378207
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325381066
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325392295
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1539325394482
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325408791
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325422985
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1539325424844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325425204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325426782
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1539325429168
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1539325434111
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325495119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325495322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325495525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325496166
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1539325505181
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325507635
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325516616
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325549874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325552925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1539325615219
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325620938
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325621126
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1539325627923
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1539325631579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325634964
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325636871
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325639056
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325649963
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1539325649979
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1539325650775
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1539325653214
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325653901
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1539325654073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1539325656432
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325657995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539325659245
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1539325660057
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1539325660744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539326096693
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1539326098568
